"","Lower95","Median","Upper95","Mean","SD","Mode","MCerr","MC%ofSD","SSeff","AC.100","psrf"
"pJS[5,65]",0.00874939,0.0279055,0.0575089,0.0303725836045,0.0136291285450667,NA,7.9382766387684e-05,0.6,29477,0.0152319600889977,1.00031286708198
"pJS[1,66]",0.00637341,0.01977775,0.0394278,0.0213856341405,0.0091541151128983,NA,6.06527605932726e-05,0.7,22779,0.0228898648810568,1.00459671254155
"pJS[2,66]",0.015454,0.03880825,0.0694837,0.040882563146,0.0145751008890996,NA,8.56852493943736e-05,0.6,28934,0.00438365826496947,1.00096024623699
"pJS[3,66]",0.0115655,0.0373434,0.0739006,0.04026233567925,0.0171052102796936,NA,0.000106120871268703,0.6,25981,0.0190425913423539,1.00031987622192
"pJS[4,66]",0.00976068,0.03493345,0.0740176,0.03838310163875,0.0181474086826152,NA,0.00015497469603768,0.9,13712,0.0464561115767665,1.00189118205459
"pJS[5,66]",0.0162149,0.04609265,0.0913302,0.049586241759,0.0206115313383377,NA,0.000113002850139956,0.5,33269,0.00195554148777108,1.00014685364245
"pJS[1,67]",0.00738991,0.0216614,0.0426123,0.02330002455425,0.00975080694851111,NA,6.8705625636076e-05,0.7,20142,0.00636448377740988,1.00536891490774
"pJS[2,67]",0.0227147,0.051923,0.0911165,0.054477701535,0.0183704661655275,NA,0.000117397441075284,0.6,24486,0.0169643303931169,1.00132424005728
"pJS[3,67]",0.0190722,0.054393,0.103141,0.05803574513925,0.0228228496979033,NA,0.00015512133927343,0.7,21647,0.0260009161455218,1.00025358822104
"pJS[4,67]",0.0173911,0.05363615,0.110737,0.0582528852605,0.0260107933615814,NA,0.00022829506904994,0.9,12981,0.0352856420179361,1.00095598786226
"pJS[5,67]",0.0204902,0.05827905,0.11087,0.0621283707,0.0245828852095473,NA,0.000136618104991309,0.6,32378,0.00288730284520656,1.00010804367113
"pJS[1,68]",0.00854407,0.0250883,0.0488037,0.0269505971605,0.0110363485188094,NA,7.90424780367316e-05,0.7,19495,0.0280359135599975,1.00534950881733
"pJS[2,68]",0.0300626,0.0628848,0.107344,0.0654152238525,0.0206417050042012,NA,0.000143071063232855,0.7,20816,0.01735677819975,1.00207233419842
"pJS[3,68]",0.0326679,0.07995325,0.145338,0.0844014226675,0.030381592171101,NA,0.000191130650233834,0.6,25267,0.011669686623811,1.00019465373606
"pJS[4,68]",0.0204893,0.0628473,0.125597,0.068088353567,0.029494602159815,NA,0.000267113821731271,0.9,12192,0.0302073577369265,1.0009763352728
"pJS[5,68]",0.0214931,0.0589663,0.111476,0.062757434544,0.0245592327174705,NA,0.000146347940395712,0.6,28162,0.013274428505803,1.00032037658632
"pJS[1,69]",0.0102754,0.0289961,0.054993,0.03100911589025,0.0122301306395265,NA,9.11166689626069e-05,0.7,18016,0.0195755769368289,1.00574274755413
"pJS[2,69]",0.0180235,0.0428488,0.0763304,0.04502312919625,0.0156616127628962,NA,0.00010478159499605,0.7,22341,0.0240384833417959,1.00054276827154
"pJS[3,69]",0.0181354,0.0505249,0.098047,0.05393880162975,0.0219791420478711,NA,0.000148731552586536,0.7,21838,0.0150297335718323,1.00028755228126
"pJS[4,69]",0.0116151,0.0408004,0.0859584,0.04472201607875,0.02087314471462,NA,0.00017866237532876,0.9,13649,0.0368500947459049,1.00139177591689
"pJS[5,69]",0.037561,0.09130885,0.167107,0.0966071353375,0.0349964465134962,NA,0.000213997870259649,0.6,26744,0.0182557811126242,1.00033568684951
"pJS[1,70]",0.0156855,0.0395616,0.0734017,0.04201011793775,0.0156827593369414,NA,0.00013812535325661,0.9,12891,0.0287724139664894,1.00598071357631
"pJS[2,70]",0.0201442,0.04679195,0.0831575,0.049220861829,0.0169159481657273,NA,0.000106688349727944,0.6,25140,0.0122412753879885,1.00098530917086
"pJS[3,70]",0.0241085,0.06503625,0.122033,0.069061933828,0.0268155785302899,NA,0.000166411340664268,0.6,25966,0.0200862874410131,1.00021716766323
"pJS[4,70]",0.0143286,0.0464481,0.0978733,0.05083478116975,0.0234013450894473,NA,0.000204339153739283,0.9,13115,0.0451841442149719,1.00155824733283
"pJS[5,70]",0.0344119,0.08758445,0.159606,0.09256154806,0.0337642328413302,NA,0.00019639863515198,0.6,29555,0.00664295462965383,1.00078674693515
"pJS[1,71]",0.0185538,0.04711035,0.08657,0.049891886113,0.0184477797273927,NA,0.000160213418828505,0.9,13258,0.0445887605072617,1.00505380499566
"pJS[2,71]",0.0293394,0.0635384,0.109051,0.0662572915575,0.0213239398291783,NA,0.000168832865445939,0.8,15952,0.0196045219168888,1.00296202470628
"pJS[3,71]",0.0120864,0.03840265,0.0772557,0.0414836176605,0.0180616587403752,NA,0.000132749752072162,0.7,18512,0.0270604327012628,1.00071778710577
"pJS[4,71]",0.00752301,0.02916775,0.064574,0.032466654992,0.0162790779130124,NA,0.000144595073268512,0.9,12675,0.0511495252064541,1.00330681010945
"pJS[5,71]",0.0191244,0.0551401,0.108013,0.0591605518875,0.0246128919872333,NA,0.000136484729897059,0.6,32520,0.0167897089428876,1.00035171633866
"pJS[1,72]",0.00827991,0.02424095,0.0463158,0.0259989982585,0.0103462344299852,NA,7.03449428448022e-05,0.7,21632,0.0300645052422412,1.00079346883527
"pJS[2,72]",0.0117022,0.02867075,0.0539262,0.03042961328125,0.0115466205513104,NA,6.91795627714022e-05,0.6,27858,0.00645683141212532,1.00060997517314
"pJS[3,72]",0.0117548,0.036257,0.072523,0.0392293713225,0.0169005359700547,NA,0.000100673206771471,0.6,28182,0.00863517025554975,1.00043302101527
"pJS[4,72]",0.00781042,0.0274187,0.0603128,0.0305019775275,0.0150289254734057,NA,0.000130906499117052,0.9,13181,0.0380840185724561,1.00214699486066
"pJS[5,72]",0.0120853,0.03705595,0.0734648,0.04001530620175,0.0171699023110581,NA,9.78940728814445e-05,0.6,30763,0.000511571401471388,1.00043311569737
"pJS[1,73]",0.0103643,0.02734075,0.0523812,0.02923741857225,0.0115889717804399,NA,7.24127137806207e-05,0.6,25613,0.0131851625893543,1.00159049109904
"pJS[2,73]",0.0104403,0.02793365,0.0522886,0.02975617119725,0.0115611732823091,NA,6.43025793858402e-05,0.6,32326,0.0149190833633121,1.00068577502001
"pJS[3,73]",0.0194408,0.0538049,0.104264,0.0577976413415,0.0234189258457925,NA,0.000140673267507678,0.6,27715,0.0213563090997946,1.00058748716641
"pJS[4,73]",0.00563396,0.02179365,0.048169,0.02429777644925,0.0122414749924799,NA,0.000112922216627895,0.9,11752,0.0356974316121211,1.00245850115106
"pJS[5,73]",0.0119141,0.0357845,0.0723406,0.03879599951,0.0168742481285307,NA,9.33145064949469e-05,0.6,32700,0.0111073745450347,1.00053437934648
"pJS[1,74]",0.00421793,0.01422395,0.0290709,0.01547629677875,0.00693717157446429,NA,4.46470905097903e-05,0.6,24142,0.019736109941207,1.00405912123683
"pJS[2,74]",0.00948818,0.0255145,0.0486731,0.0272623905875,0.0108157483085101,NA,6.35100900908789e-05,0.6,29002,0.00847106558925824,1.00049915957675
"pJS[3,74]",0.00999608,0.0307791,0.0626694,0.03340991307575,0.0146374073605872,NA,8.33337231733382e-05,0.6,30852,0.0118407057891068,1.00061771796991
"pJS[4,74]",0.00469932,0.01897865,0.043012,0.0213498063755,0.0111003839016622,NA,9.38174944386225e-05,0.8,13999,0.0379763972085485,1.00257101575765
"pJS[5,74]",0.008007,0.0265008,0.0552479,0.02899333310125,0.013320895354118,NA,7.58633942786415e-05,0.6,30832,0.00453835324838062,1.0007122553551
"pJS[1,75]",0.00494314,0.015753,0.0320418,0.0170790916005,0.00760264355000928,NA,4.91566683061762e-05,0.6,23920,0.0207489984176533,1.00527738194087
"pJS[2,75]",0.00579212,0.0180214,0.0356108,0.019449575594,0.00826191687098122,NA,5.62915532936733e-05,0.7,21541,0.0164594491745033,1.00126491158253
"pJS[3,75]",0.00875697,0.02905755,0.0601281,0.03165529271325,0.0143341530800764,NA,8.8618126533154e-05,0.6,26164,0.0120768995929772,1.00120734483754
"pJS[4,75]",0.00555603,0.02143265,0.047918,0.0239335634545,0.0121582073520595,NA,0.000113753059529249,0.9,11424,0.0421062156188226,1.00294884017193
"pJS[5,75]",0.00871229,0.02978995,0.0615444,0.032456926848,0.0147053017031791,NA,9.42946305735889e-05,0.6,24321,0.0132472183239973,1.00036412168135
"pJS[1,76]",0.00555457,0.0182858,0.0368592,0.0198406459155,0.00870820626709733,NA,5.5952061580234e-05,0.6,24223,0.00967699184826544,1.0046863518762
"pJS[2,76]",0.0071683,0.02122435,0.041408,0.022781111083,0.00943900376154249,NA,5.73066766533029e-05,0.6,27130,0.0192834040132425,1.00114793088617
"pJS[3,76]",0.0114103,0.03454305,0.0703884,0.03747087433725,0.0164879524707023,NA,9.85593550825403e-05,0.6,27986,0.0168028096560598,1.00087805729218
"pJS[4,76]",0.0073465,0.02590375,0.0577839,0.0288074902925,0.0143601442639912,NA,0.000126002226088317,0.9,12989,0.0377970113574158,1.00413666752471
"pJS[5,76]",0.0110128,0.0355103,0.0722198,0.03863441956475,0.0169789339877158,NA,0.000101366244548285,0.6,28057,0.0196736223884611,1.00073487139037
"pJS[1,77]",0.00564052,0.01788845,0.036552,0.019420914398,0.00861020825419281,NA,5.52208522237468e-05,0.6,24312,0.021890309761826,1.00451031619244
"pJS[2,77]",0.00887241,0.02452245,0.0478337,0.0262524720785,0.0106613435013918,NA,6.14796639034136e-05,0.6,30072,0.0112934922470103,1.00112555489185
"pJS[3,77]",0.0108362,0.0341776,0.0699153,0.03709660247225,0.0165431914646448,NA,9.73049588058675e-05,0.6,28905,0.0106681850860369,1.00081811946285
"pJS[4,77]",0.00698886,0.02526405,0.0562452,0.02815390241,0.0140770065882931,NA,0.00012448032452594,0.9,12788,0.0355202734526644,1.00203270811439
"pJS[5,77]",0.0138698,0.04182825,0.083804,0.04510107334925,0.0193984813441576,NA,0.000104438704672398,0.5,34499,0.00490183553429285,1.00018643701622
"pJS[1,78]",0.00772707,0.023813,0.0472017,0.02568405152625,0.010914216597533,NA,7.51877909963514e-05,0.7,21071,0.0223380551163875,1.00387373021056
"pJS[2,78]",0.00832518,0.02409225,0.0472537,0.02586313332825,0.0107510363168194,NA,6.83172225436076e-05,0.6,24765,0.0110105176603979,1.00130338876175
"pJS[3,78]",0.0130318,0.03913275,0.0783823,0.04226719711725,0.0182986122197372,NA,0.000106631086143286,0.6,29449,0.0132779286967628,1.00098527493702
"pJS[4,78]",0.00781464,0.02998675,0.0655779,0.03320664245775,0.0164663768160764,NA,0.000141892569060384,0.9,13467,0.0397149396966014,1.00351482493459
"pJS[5,78]",0.0193528,0.0562005,0.108845,0.0602085769255,0.0245785298473139,NA,0.000129669089328469,0.5,35928,0.00735978615773625,1.00024705700352
"pJS[1,79]",0.00981899,0.0282969,0.0552765,0.03037438222075,0.0125538373411553,NA,8.42583141872595e-05,0.7,22199,0.025782629465346,1.00366008182256
"pJS[2,79]",0.0100437,0.0278907,0.0536852,0.029756595782,0.0119718374663527,NA,7.50952171069621e-05,0.6,25415,0.0254748430307563,1.00121662803145
"pJS[3,79]",0.0150985,0.04634325,0.0923031,0.05004687032725,0.0213726224709915,NA,0.000130239790670826,0.6,26929,0.0143917969888182,1.0006784485566
"pJS[4,79]",0.00779947,0.0293394,0.0650833,0.03272899610075,0.0163194289980958,NA,0.000150124448511469,0.9,11817,0.0425420299725115,1.00346404695798
"pJS[5,79]",0.0123345,0.03980895,0.0799943,0.04310208237275,0.0187988673283169,NA,0.000113494462673569,0.6,27436,-0.00200583522349831,1.0003699066147
"pJS[1,80]",0.0126322,0.03329355,0.064912,0.0356304335505,0.0143161734603689,NA,9.52544296348966e-05,0.7,22588,0.0177636754182496,1.00354256054569
"pJS[2,80]",0.0173148,0.04376065,0.0805344,0.0462597400325,0.0170527965625482,NA,0.000103266276700126,0.6,27269,0.017159344155524,1.00062018890135
"pJS[3,80]",0.020184,0.05700165,0.111118,0.06111264585925,0.0250422764381401,NA,0.00015169899639007,0.6,27251,0.0147415233483769,1.00072787519002
"pJS[4,80]",0.00829405,0.0319538,0.0700825,0.03548753970575,0.0175966543825753,NA,0.000159853869144412,0.9,12118,0.0372629263099485,1.00252006825864
"pJS[5,80]",0.0214515,0.0590887,0.115804,0.0634036602375,0.0258023898583444,NA,0.000143467336740331,0.6,32345,0.00280123985212606,1.00023592063096
"pJS[1,81]",0.0106162,0.0306486,0.0598327,0.03291566777625,0.0134722811362812,NA,8.3686999562186e-05,0.6,25916,0.0131817138029507,1.00435777822153
"pJS[2,81]",0.0128894,0.0347147,0.0650157,0.036866517918,0.0141760966597485,NA,9.04458889644111e-05,0.6,24566,0.0181614758716696,1.00032935554428
"pJS[3,81]",0.0141307,0.0435954,0.0865736,0.04694015518475,0.019958198600325,NA,0.000128762387432989,0.6,24025,0.0166910328221593,1.00174520542177
"pJS[4,81]",0.00853539,0.0332456,0.0727739,0.03688225938275,0.0182531971895526,NA,0.000157261834637155,0.9,13472,0.038162316590094,1.00360561105
"pJS[5,81]",0.0180543,0.05196565,0.10164,0.05588619913125,0.0230217552803051,NA,0.000132182097733337,0.6,30334,0.0175771423667363,1.00051416706864
"pJS[1,82]",0.0160744,0.04206585,0.0790006,0.04473179052175,0.017237575437122,NA,0.000137540883072696,0.8,15707,0.0305232205805419,1.00361475565727
"pJS[2,82]",0.0123348,0.03343,0.0639998,0.0356338079465,0.0140682290590881,NA,0.00010088984258985,0.7,19444,0.0242389098736085,1.00073682772167
"pJS[3,82]",0.0157787,0.0483311,0.0969259,0.05212438986875,0.0223245262618151,NA,0.00016784581832721,0.8,17691,0.0276504644917015,1.0012465531875
"pJS[4,82]",0.00837403,0.03116905,0.0689079,0.03465636337675,0.0173697824553426,NA,0.00016867854633394,1,10604,0.0474891450059303,1.00361124461478
"pJS[5,82]",0.013569,0.04228275,0.085728,0.0457306017665,0.0200848134513998,NA,0.000137549607707234,0.7,21321,0.0245914432680834,1.0010392884236
"pJS[1,83]",0.0161521,0.04153585,0.0771711,0.044188557351,0.0166666892942138,NA,0.000112780857148997,0.7,21839,0.0195301749083054,1.00145597440025
"pJS[2,83]",0.00883452,0.02486595,0.048685,0.02660698150775,0.0109302822797535,NA,6.84309863308158e-05,0.6,25513,0.0108777841255005,1.00091956442263
"pJS[3,83]",0.01718,0.04762115,0.0952592,0.051208821464,0.0214955565529823,NA,0.000125565327769155,0.6,29306,0.00678334221323667,1.00225715085841
"pJS[4,83]",0.00846508,0.0303006,0.0673902,0.033680058177,0.0166758079546316,NA,0.000147426342069499,0.9,12795,0.0414827216548893,1.00356289063378
"pJS[5,83]",0.0133719,0.0415022,0.0834736,0.04488482778575,0.0195372943804117,NA,0.000111539778842922,0.6,30681,0.00727624951346379,1.00108668045573
"pJS[1,84]",0.0138352,0.03593785,0.0679964,0.0383662993845,0.0148284953454243,NA,9.19600071508443e-05,0.6,26001,0.0140587776389013,1.00199261792534
"pJS[2,84]",0.0101264,0.0283076,0.0541418,0.03018394444675,0.0120767809202747,NA,7.28987840330749e-05,0.6,27445,0.010754174820733,1.00058452917892
"pJS[3,84]",0.018829,0.05443025,0.105967,0.05849712811175,0.0240874291487488,NA,0.00013958123308009,0.6,29780,0.0175339934441931,1.00194246114019
"pJS[4,84]",0.00850912,0.02974625,0.0661308,0.03305859155825,0.0164674420437881,NA,0.000143111980753898,0.9,13240,0.0371490291904145,1.00270157572902
"pJS[5,84]",0.0137379,0.0412292,0.0830407,0.04440734055725,0.0192424519400126,NA,0.000114268006778219,0.6,28358,0.0145458968322176,1.00061637268786
"pJS[1,85]",0.00641766,0.0193679,0.0388831,0.02100989100225,0.0091093837963848,NA,5.76508327888308e-05,0.6,24967,0.00879482559399053,1.00136634655727
"pJS[2,85]",0.00531246,0.01634145,0.0333407,0.0177101829825,0.00772681967189483,NA,4.37469523650176e-05,0.6,31197,0.0113245028627209,1.00054152311163
"pJS[3,85]",0.00751328,0.0258351,0.0532867,0.0282439316405,0.0128739945231604,NA,7.25355297184145e-05,0.6,31501,0.00963562529568629,1.00069991925798
"pJS[4,85]",0.00485175,0.01844025,0.0418039,0.0206777373795,0.0106274174860034,NA,9.6230729716009e-05,0.9,12196,0.0330927421346959,1.00337384229375
"pJS[5,85]",0.00801027,0.0262564,0.0550588,0.028722163699,0.0131864196657504,NA,7.02618371223363e-05,0.5,35222,-0.00636120468972376,1.00034647235981
"pJS[1,86]",0.0171114,0.0425759,0.0791064,0.04515451938325,0.0167705135285491,NA,0.000113064410535698,0.7,22001,0.0233395692915954,1.00056016273566
"pJS[2,86]",0.01317,0.03505125,0.065125,0.03720023786,0.0141647817832262,NA,8.70657425235003e-05,0.6,26468,0.0254731844804394,1.000597076052
"pJS[3,86]",0.0184313,0.05078045,0.0997096,0.0545756781485,0.0222854294693138,NA,0.00014026790798201,0.6,25242,0.0281321832987346,1.00057200981933
"pJS[4,86]",0.00772325,0.02838925,0.0624947,0.03146197809975,0.0156330834738757,NA,0.000145344431565097,0.9,11569,0.04984011081073,1.00250349562735
"pJS[5,86]",0.0141005,0.0461864,0.0906957,0.04974328456725,0.0211953573751481,NA,0.000127547704002986,0.6,27614,0.0084715664058373,1.00044367325673
"pJS[1,87]",0.00636491,0.01906055,0.0385443,0.02067679518775,0.00900052663334548,NA,6.61242566326149e-05,0.7,18527,0.0193208917212333,1.0013137166112
"pJS[2,87]",0.0145125,0.03715925,0.0691875,0.039490579154,0.0149179354623038,NA,8.83179112228098e-05,0.6,28531,0.00937555178635483,1.00080442991814
"pJS[3,87]",0.00763757,0.0252906,0.0527663,0.02767486296825,0.0126861696385557,NA,7.4543944106707e-05,0.6,28963,0.0144396863464743,1.00089851589895
"pJS[4,87]",0.00447333,0.0181376,0.0407275,0.02031013300025,0.0104042158438458,NA,9.67239957760374e-05,0.9,11570,0.03360799969281,1.00229937781815
"pJS[5,87]",0.00955267,0.03070775,0.063102,0.03346933939775,0.0151037148574399,NA,8.6801929984183e-05,0.6,30277,0.0111799733922018,1.00030986622645
"pJS[1,88]",0.0119569,0.031376,0.0595191,0.033478151379,0.0129651931101422,NA,8.95087765325214e-05,0.7,20981,0.0115759209540461,1.00212317266515
"pJS[2,88]",0.0193032,0.04467645,0.080508,0.047132765816,0.0165678364024559,NA,0.000108424851236994,0.7,23349,0.0220294364807003,1.00068427359815
"pJS[3,88]",0.0204607,0.05408945,0.103633,0.05781621510225,0.0227717819152174,NA,0.000139496610043415,0.6,26648,0.0183411772986164,1.00126792655653
"pJS[4,88]",0.00686755,0.02565085,0.0559574,0.02844691616775,0.0139159273027641,NA,0.000119388976769867,0.9,13586,0.0419660669055868,1.00205545724211
"pJS[5,88]",0.0110472,0.0356844,0.0709351,0.0385855261565,0.0166372959618156,NA,9.37160355830599e-05,0.6,31516,0.00886465975321085,1.00055027405786
"pJS[1,89]",0.00507953,0.01595515,0.0321538,0.01729107006425,0.00752760876406601,NA,4.77574058459464e-05,0.6,24845,0.0186498759908266,1.00305338191702
"pJS[2,89]",0.0106754,0.0280896,0.0524712,0.02987246546675,0.0113978863950368,NA,6.68553266895773e-05,0.6,29065,0.0212681801086614,1.00110347740545
"pJS[3,89]",0.0330994,0.0791376,0.146372,0.083873934425,0.030756075478764,NA,0.000204116480177592,0.7,22704,0.020252957654996,1.00217216899042
"pJS[4,89]",0.00714543,0.02608295,0.0558443,0.02876313720425,0.0138231855296687,NA,0.000114079051724927,0.8,14683,0.039683224658044,1.00138003347084
"pJS[5,89]",0.0157274,0.04256285,0.0852306,0.04595628482025,0.0193048447272178,NA,0.000109270829896732,0.6,31212,0.00693717217239872,1.00073788573551
"pJS[1,90]",0.00827584,0.02340355,0.0458561,0.0251517855325,0.0103248378444582,NA,6.67066457811063e-05,0.6,23957,0.0120829388256467,1.00185611663118
"pJS[2,90]",0.00960105,0.0264725,0.0498163,0.028100863278,0.0109222950158475,NA,6.87484837590075e-05,0.6,25241,0.0141425859947346,1.00049484118831
"pJS[3,90]",0.0432362,0.1003355,0.176906,0.1055601003575,0.0362925320957101,NA,0.000278481440110621,0.8,16984,0.0136134261127659,1.00213185996308
"pJS[4,90]",0.00941256,0.0332139,0.0696729,0.03646056078525,0.0168896797576469,NA,0.000155561916064266,0.9,11788,0.0349350754003162,1.00143160262816
"pJS[5,90]",0.0190458,0.05316685,0.103066,0.057070770035,0.0229439605598791,NA,0.000138123413888992,0.6,27593,0.0169664578151457,1.00035855372337
"pJS[1,91]",0.0120662,0.03213455,0.0607324,0.034321009712,0.013305817066721,NA,9.32627996072379e-05,0.7,20355,0.0218727536230669,1.00226823669955
"pJS[2,91]",0.0118263,0.03189145,0.0590383,0.03383175039975,0.0128233554763982,NA,8.47988496148576e-05,0.7,22868,0.0229734903061333,1.00052074050415
"pJS[3,91]",0.0263881,0.0677035,0.123101,0.0714555429925,0.0260582216134908,NA,0.000169976581372721,0.7,23502,0.0166019442350576,1.00082901618575
"pJS[4,91]",0.012324,0.041491,0.0856352,0.0452901679615,0.020378920649216,NA,0.000185700205537627,0.9,12043,0.0475164220569481,1.00112738830932
"pJS[5,91]",0.0173542,0.0486774,0.0948322,0.052178884171,0.0212739335201513,NA,0.000128607369925637,0.6,27363,0.0125113558962109,1.00048761529479
"pJS[1,92]",0.0110996,0.0308758,0.0582698,0.03297413423925,0.0129129084759019,NA,8.44711371309792e-05,0.7,23369,0.0162031498285059,1.00173579954803
"pJS[2,92]",0.0119251,0.03056885,0.0576344,0.03245044792825,0.0124699286823555,NA,8.31049071382808e-05,0.7,22515,0.0142882332993192,1.00092451279709
"pJS[3,92]",0.0255015,0.0645639,0.119013,0.06841774143,0.0253247707863058,NA,0.00016239119883535,0.6,24320,0.0167410046644481,1.00088803318536
"pJS[4,92]",0.00833117,0.0279938,0.0594865,0.0306563972985,0.0144175550617299,NA,0.00012974299918623,0.9,12349,0.0414438844490903,1.00256002822813
"pJS[5,92]",0.0236409,0.06041745,0.114348,0.06428125989325,0.0246305967003026,NA,0.00013956379429374,0.6,31146,0.00747015042899072,1.00013907910895
"pJS[1,93]",0.0249651,0.0566047,0.0998959,0.05938063554,0.0200967849575609,NA,0.00014280523663857,0.7,19805,0.017984224864307,1.00138143206272
"pJS[2,93]",0.0216367,0.04993915,0.0868553,0.0522731872765,0.0174211380393857,NA,0.000105736328824123,0.6,27146,0.0238198939525936,1.00150183245109
"pJS[3,93]",0.027041,0.0689697,0.12504,0.0728240100225,0.0265352046384565,NA,0.000161187541209642,0.6,27101,0.00503916274386495,1.00058853503873
"pJS[4,93]",0.0157436,0.04880215,0.0979826,0.0528388196395,0.0228161698405633,NA,0.000211451207004004,0.9,11643,0.0477294001469058,1.00123570753217
"pJS[5,93]",0.0210163,0.0563482,0.105687,0.0599227028745,0.0231167782873566,NA,0.000139401978374357,0.6,27499,0.017936141858694,1.00002077810052
"pJS[1,94]",0.0180011,0.04289115,0.0784333,0.04529152450975,0.0163466511658794,NA,0.000111887382680653,0.7,21345,0.0234469838801059,1.00139580697652
"pJS[2,94]",0.0111513,0.02962125,0.0546203,0.03139062893275,0.0118640703346352,NA,7.88556727048818e-05,0.7,22636,0.0180194173390195,1.00147278051145
"pJS[3,94]",0.0329387,0.0803387,0.144222,0.0847827834075,0.0302209227943614,NA,0.000207650785985965,0.7,21181,0.0227461041970003,1.00157061497313
"pJS[4,94]",0.0162298,0.05113165,0.102642,0.055462502915,0.0238613412341141,NA,0.000219980092711895,0.9,11766,0.0465275852200434,1.00074619441491
"pJS[5,94]",0.0162674,0.0447242,0.0854949,0.0477365280425,0.0191140443014104,NA,0.000114701489511978,0.6,27769,0.0183818784000538,1.00035023978309
"pJS[1,95]",0.0155248,0.03746985,0.0693016,0.03974259682075,0.0145958424998428,NA,9.69594113705189e-05,0.7,22661,0.0157610179647646,1.00118750186241
"pJS[2,95]",0.0108406,0.0286148,0.0527719,0.03029693542425,0.0113595531460564,NA,6.89052031315087e-05,0.6,27178,0.0142008710685238,1.00200439051751
"pJS[3,95]",0.018107,0.0488015,0.0934883,0.0520844314635,0.0203851161991832,NA,0.000119754155894085,0.6,28976,0.00993716583489631,1.00048899707849
"pJS[4,95]",0.00928069,0.03125075,0.065027,0.0342071663175,0.0155573687353534,NA,0.00013158621781232,0.8,13978,0.0280223866089446,1.00182946443338
"pJS[5,95]",0.0153379,0.0434205,0.0839806,0.046613723443,0.0188462765595425,NA,0.000108345404154273,0.6,30257,0.00752588420282485,1.00014391833162
"pJS[1,96]",0.0120035,0.0305451,0.057199,0.0324770261305,0.0124113996755276,NA,8.3941903865534e-05,0.7,21862,0.0238144762507627,1.00099531204503
"pJS[2,96]",0.0194447,0.0444691,0.0778998,0.046663887828,0.0156563884140052,NA,9.78788263849122e-05,0.6,25586,0.0116570597033481,1.0022554131836
"pJS[3,96]",0.0161211,0.0443004,0.0854232,0.04747877346,0.0189551830369223,NA,0.00010583456557921,0.6,32078,0.00256263772145952,1.00047248093874
"pJS[4,96]",0.0121113,0.03806425,0.0773634,0.04127021193625,0.0181460816024645,NA,0.000162657240073811,0.9,12446,0.0324558817436918,1.00061294082654
"pJS[5,96]",0.0169072,0.0457283,0.0888662,0.048915467183,0.0196566191316507,NA,0.000107665856138715,0.5,33332,-1.72892995304532e-05,1.00023897068188
"pJS[1,97]",0.0109904,0.028152,0.0538734,0.03010706121225,0.0116980627877263,NA,7.56227681404407e-05,0.6,23929,0.0142657279623473,1.00095199227331
"pJS[2,97]",0.0104458,0.02660355,0.0491165,0.0282363230765,0.0105756319100715,NA,6.45267517287847e-05,0.6,26862,0.015186906946896,1.00212686221104
"pJS[3,97]",0.0177073,0.0472592,0.0912987,0.05063603221825,0.0201204414206012,NA,0.00011243419883283,0.6,32024,0.015990185807198,1.00167456872608
"pJS[4,97]",0.00959058,0.0296383,0.0618908,0.032397650771,0.0146922562056638,NA,0.000126034742106191,0.9,13589,0.0362091974460758,1.00071750597645
"pJS[5,97]",0.0269394,0.06995795,0.127568,0.074245242045,0.0274683540191181,NA,0.000172502443830864,0.6,25356,0.0120526853990858,1.00091247693075
"pJS[1,98]",0.00651039,0.018893,0.0375112,0.02032787965775,0.00855635224765137,NA,5.59524068177212e-05,0.7,23385,0.0176519457171226,1.00187980062087
"pJS[2,98]",0.00662136,0.0178775,0.0347513,0.01909823248625,0.00772122345941207,NA,4.29523107394821e-05,0.6,32315,0.00850785070755776,1.0013954302736
"pJS[3,98]",0.0117516,0.0351622,0.0695283,0.0379084180155,0.0159551360012556,NA,9.09182325361545e-05,0.6,30796,0.00602926140363434,1.00066923947454
"pJS[4,98]",0.0150589,0.0448371,0.0899165,0.0486831986085,0.0210422523201546,NA,0.000190167292528966,0.9,12244,0.0420252629727806,1.00073386388957
"pJS[5,98]",0.016652,0.04650445,0.0891826,0.04974629565675,0.0198291985770561,NA,0.000115547516440234,0.6,29450,0.0131101236116739,1.00113593750612
"pJS[1,99]",0.00816086,0.02269825,0.0438226,0.02425556585725,0.00979917389272923,NA,6.25097702517968e-05,0.6,24574,0.00573939192233951,1.00160015776097
"pJS[2,99]",0.00849992,0.02244205,0.0431092,0.02396435013125,0.00947400091400381,NA,5.71614636396525e-05,0.6,27470,0.0116512142063006,1.0016330979452
"pJS[3,99]",0.0130021,0.0386462,0.0767839,0.041590636181,0.017559469710877,NA,0.000108673192329403,0.6,26108,0.00915397843735758,1.00053955440337
"pJS[4,99]",0.0101111,0.03178095,0.0661567,0.034729956888,0.015698124997208,NA,0.000138335409613635,0.9,12877,0.0260643115147131,1.00075842898018
"pJS[5,99]",0.0112701,0.0329658,0.0660364,0.03558389848125,0.0150333282255089,NA,8.82641692419996e-05,0.6,29010,0.0122131147073447,1.0003430761862
"pJS[1,100]",0.00670387,0.01921785,0.0380934,0.020651276715,0.00858915613008884,NA,5.45856392661842e-05,0.6,24760,0.0167493033260323,1.002423118726
