"","mean","sd","2.5%","50%","97.5%","Rhat","n.eff"
"rho[2,51]",1.0705868687225,0.208997154684731,0.835145,1.01826,1.61892025,1,46350
"rho[3,51]",1.52342922202,0.809918406369614,0.84731495,1.245375,3.799552,1,8370
"rho[4,51]",1.2269557123675,0.47867520203613,0.740794875,1.09015,2.517133,1,12538
"rho[5,51]",1.2462575266125,0.486743556140559,0.790126775,1.10032,2.57252125,1,14272
"rho[1,52]",1.102518088375,0.362172530615337,0.791150825,1.01152,1.97230175,1.01,48981
"rho[2,52]",1.0817865049075,0.228790426467213,0.849048975,1.02101,1.68843,1,46162
"rho[3,52]",1.3540582495675,0.598862974757279,0.833877975,1.15551,3.02671374999999,1,9435
"rho[4,52]",1.6412337255775,0.927071226369186,0.8262949,1.33395,4.17740025,1.01,5975
"rho[5,52]",1.522220501545,0.79962957549888,0.8415592,1.249445,3.74788075,1.01,7883
"rho[1,53]",1.06821762229,0.303996412060531,0.76865895,0.996301,1.807621,1,56165
"rho[2,53]",1.0340658573525,0.170810978795309,0.823852975,0.994888,1.4798615,1,50197
"rho[3,53]",0.947488888345,0.123107712262259,0.734489875,0.9352895,1.23281,1,14939
"rho[4,53]",1.033467647465,0.257247939108739,0.6902258,0.9784105,1.70141,1,23788
"rho[5,53]",1.0702862130825,0.270966448972168,0.74932385,1.00365,1.7837405,1,28052
"rho[1,54]",1.10780236865,0.373565631740315,0.768086975,1.00908,2.03148075,1.01,54217
"rho[2,54]",1.0675047242825,0.216988374426017,0.828416875,1.01022,1.64255025,1,58020
"rho[3,54]",0.93916097876,0.144981944683484,0.688732975,0.9215495,1.2823605,1,26039
"rho[4,54]",0.91636576081,0.176078036716377,0.61242395,0.895158,1.33110125,1,22617
"rho[5,54]",0.99877221353,0.189693308498703,0.740959725,0.9590105,1.4876805,1,42918
"rho[1,55]",0.94732948937975,0.170684387187437,0.665116725,0.930129,1.3474,1,55006
"rho[2,55]",0.963547287325,0.121626145610673,0.77123955,0.9447355,1.2611305,1,73486
"rho[3,55]",0.8924266718325,0.133844742701638,0.624865725,0.885316,1.18829,1.01,20211
"rho[4,55]",0.842425222535,0.160894162798342,0.5104864,0.839055,1.18693025,1.01,12450
"rho[5,55]",0.9122726939325,0.149000262679238,0.655404725,0.894076,1.26534025,1,38317
"rho[1,56]",0.88736607230275,0.178004799914506,0.5545008,0.883949,1.2789205,1,9617
"rho[2,56]",0.952276908515,0.148617666502665,0.73059575,0.9291685,1.32064,1,22414
"rho[3,56]",0.890215949845,0.158632859441772,0.620091875,0.8745405,1.26124,1,16378
"rho[4,56]",0.800653284175,0.155260939613674,0.50538195,0.7958855,1.13767,1,10607
"rho[5,56]",0.8705165182025,0.162524578474705,0.5931107,0.854815,1.24906025,1,14914
"rho[1,57]",0.8867169434875,0.143843872467686,0.61269495,0.8858595,1.1872605,1,21677
"rho[2,57]",0.945075023555,0.118319545571322,0.777574925,0.9260125,1.23923,1,66359
"rho[3,57]",0.875164046195,0.107588267134354,0.678254975,0.867252,1.1160205,1,37336
"rho[4,57]",0.8523553497625,0.139703512910105,0.60886995,0.8386325,1.1749805,1,41571
"rho[5,57]",0.90108314052,0.141488076250122,0.690184975,0.879554,1.24933,1,49613
