Campanha	Parcela	Armadilha	Ponto_filtro	Ponto	MSFA_s	MSFB_s	MSFC_s	Massa	ChAb	ChAb	ChAb	Chao	CeFch	CeFch	CeFch	Ceu	CntCau	CntCau	CntCau	Caules	BurCh	Cupim	Distancia	Circunferencia	Tronco
54	BP	28	4	BP4	94.5	55.5	68	72.66666667	23	3	13	13	2	10	0	4	8	8	6	7.333333333	0	3	3.66	38.4	1
54	BP	29	4	BP4	82	133.5	45	86.83333333	3	0	25	9.333333333	0	19	0	6.333333333	13	5	10	9.333333333	0	2	2.58	22	0
54	BP	30	0	BP0	125.5	137	188	150.1666667	4	4	12	6.666666667	10	1	2	4.333333333	4	16	13	11	1	2	0.59	40	4
54	BM	31	0	BM0	21	10	29.5	20.16666667	9	9	10	9.333333333	0	0	0	0	10	16	6	10.66666667	0	3	3.4	42	3
54	BM	32	1	BM1	23	29	63.5	38.5	14	6	6	8.666666667	0	0	0	0	8	12	10	10	2	0	2.6	25.1	1
54	BM	33	1	BM1	45	43.5	11	33.16666667	10	18	9	12.33333333	2	3	0	1.666666667	26	11	18	18.33333333	1	3	5.8	20.4	2
54	BM	34	2	BM2	45	27.5	47.5	40	13	18	14	15	0	3	0	1	15	11	11	12.33333333	1	1	2.22	24.1	2
54	BM	35	2	BM2	28	54	26.5	36.16666667	24	22	10	18.66666667	0	0	0	0	6	7	13	8.666666667	0	0	2.08	28	1
54	BM	36	3	BM3	17.5	20.5	31	23	17	24	14	18.33333333	0	0	0	0	8	12	14	11.33333333	0	0	2.56	60	1
54	BM	37	3	BM3	21.5	55.5	29.5	35.5	9	3	6	6	0	16	0	5.333333333	7	18	16	13.66666667	0	1	1.65	50	1
54	BM	38	4	BM4	8.5	39	31.5	26.33333333	9	7	5	7	0	0	0	0	10	12	10	10.66666667	0	2	5.5	29.1	2
54	BM	39	4	BM4	24	63.5	39.5	42.33333333	25	14	8	15.66666667	0	0	0	0	11	15	21	15.66666667	1	0	1.49	22	2
54	BM	40	0	BM0	37.5	20.5	32.5	30.16666667	18	16	17	17	0	0	0	0	3	12	13	9.333333333	0	2	1.1	42	2
54	C	41	0	C0	136.5	112.5	132.5	127.1666667	10	18	0	9.333333333	0	0	0	0	11	13	18	14	1	2	1.88	23	0
54	C	42	1	C1	122.5	50.5	89	87.33333333	17	10	21	16	0	6	6	4	10	5	8	7.666666667	1	3	4.4	20	1
54	C	43	1	C1	134.5	180.5	114	143	0	7	5	4	25	4	17	15.33333333	10	10	11	10.33333333	0	0	1.7	25	0
54	C	44	2	C2	93	276.5	238	202.5	8	5	1	4.666666667	4	14	18	12	15	17	6	12.66666667	1	0	2.5	25	0
54	C	45	2	C2	199.5	63	268	176.8333333	3	5	2	3.333333333	8	8	4	6.666666667	12	18	18	16	0	2	1.87	30	2
54	C	46	3	C3	172	95.5	178.5	148.6666667	5	9	12	8.666666667	15	0	0	5	10	6	11	9	0	6	2.59	25.8	0
54	C	47	3	C3	166	287	178.5	210.5	11	2	4	5.666666667	7	13	0	6.666666667	7	10	14	10.33333333	1	2	4.03	30.2	0
54	C	48	4	C4	164	332.5	124	206.8333333	0	1	0	0.333333333	0	1	10	3.666666667	9	19	13	13.66666667	1	4	2.2	24	1
54	C	49	4	C4	43.5	234	260.5	179.3333333	23	0	3	8.666666667	3	0	6	3	16	12	12	13.33333333	1	4	5.2	56.8	1
54	C	50	0	C0	164.5	267	139	190.1666667	3	4	9	5.333333333	0	0	12	4	19	16	11	15.33333333	2	1	0.6	48.2	2
55	BT	1	0	BT0	41	19	11.5	23.83333333	4	12	9	8.333333333	0	0	0	0	25	13	10	16	0	1	8.85	28	0
55	BT	2	1	BT1	59	38.5	8	35.16666667	16	4	4	8	0	0	0	0	8	13	17	12.66666667	0	1	6.74	32	2
55	BT	3	1	BT1	62.5	5.5	34.5	34.16666667	14	0	7	7	2	0	0	0.666666667	6	13	20	13	0	1	6.15	26	3
55	BT	4	2	BT2	21	35	87.5	47.83333333	6	1	22	9.666666667	0	0	0	0	27	17	22	22	1	0	5.66	23	1
55	BT	5	2	BT2	39	50.5	16.5	35.33333333	18	0	24	14	0	0	0	0	6	4	11	7	0	1	4.5	27	4
55	BT	6	3	BT3	23.5	22	28.5	24.66666667	1	0	3	1.333333333	0	0	0	0	23	23	11	19	0	0	5.15	28	3
55	BT	7	3	BT3	30	21	35	28.66666667	8	6	1	5	0	0	0	0	27	34	15	25.33333333	0	3	3.65	39	1
55	BT	8	4	BT4	44	77.5	23	48.16666667	13	15	0	9.333333333	0	0	0	0	12	16	41	23	0	3	3.23	21	6
55	BT	9	4	BT4	51	20	55.5	42.16666667	13	7	14	11.33333333	0	0	0	0	12	13	11	12	0	1	8.7	31	3
55	BT	10	0	BT0	81	24.5	78.5	61.33333333	6	5	0	3.666666667	0	0	0	0	16	19	24	19.66666667	0	0	14.4	38.2	3
55	Q	11	0	Q0	66	196	103	121.6666667	7	16	18	13.66666667	0	0	0	0	18	18	16	17.33333333	0	0	1	39	4
55	Q	12	1	Q1	27.5	152	52.5	77.33333333	9	7	20	12	0	0	0	0	19	24	16	19.66666667	0	3	2.4	20.5	3
55	Q	13	1	Q1	88.5	35	88.5	70.66666667	22	3	15	13.33333333	0	0	0	0	12	19	18	16.33333333	0	3	3.8	23	0
55	Q	14	2	Q2	130	198	224.5	184.1666667	7	5	11	7.666666667	0	0	0	0	12	21	19	17.33333333	2	2	2.74	40	3
55	Q	15	2	Q2	103	24.5	78.5	68.66666667	0	2	13	5	0	3	0	1	17	22	15	18	0	1	1.65	30	1
55	Q	16	3	Q3	73.5	42.5	89	68.33333333	17	13	13	14.33333333	0	0	0	0	12	15	6	11	0	2	1.46	21	3
55	Q	17	3	Q3	205.5	87.5	80.5	124.5	1	2	6	3	0	3	6	3	10	15	22	15.66666667	0	0	2.32	38	1
55	Q	18	4	Q4	166.5	64.5	129	120	11	4	4	6.333333333	0	0	0	0	5	10	26	13.66666667	0	0	2.56	34	1
55	Q	19	4	Q4	54.5	108	131.5	98	1	1	2	1.333333333	0	0	0	0	2	25	24	17	1	2	6	37	4
55	Q	20	0	Q0	47	106.5	83	78.83333333	7	12	15	11.33333333	3	0	8	3.666666667	6	9	12	9	1	4	1.6	21	5
55	BP	21	0	BP0	150	66	108	108	7	2	4	4.333333333	4	3	0	2.333333333	7	14	12	11	1	3	2.55	28	1
55	BP	22	1	BP1	112.5	208.5	78	133	21	3	6	10	0	1	0	0.333333333	14	16	13	14.33333333	1	1	3.56	24	4
55	BP	23	1	BP1	75	76.5	160.5	104	22	9	23	18	0	2	0	0.666666667	8	7	19	11.33333333	1	2	1	22.5	4
55	BP	24	2	BP2	112	89	62.5	87.83333333	18	2	5	8.333333333	0	0	0	0	22	15	8	15	0	0	5.3	38	0
55	BP	25	2	BP2	203.5	126.5	68.5	132.8333333	15	24	25	21.33333333	3	0	7	3.333333333	22	11	11	14.66666667	0	3	2.7	21	2
55	BP	26	3	BP3	96	116.5	121.5	111.3333333	8	1	0	3	0	0	0	0	10	11	10	10.33333333	0	1	2.9	23.1	3
55	BP	27	3	BP3	139	26.5	200	121.8333333	11	23	17	17	0	0	0	0	8	10	14	10.66666667	0	0	3.31	23	2
55	BP	28	4	BP4	121.5	151	86.5	119.6666667	13	12	16	13.66666667	5	13	0	6	8	4	11	7.666666667	0	4	3.6	37	1
55	BP	29	4	BP4	285.5	331	71.5	229.3333333	4	14	17	11.66666667	20	3	3	8.666666667	7	8	5	6.666666667	0	3	2.66	21	2
55	BP	30	0	BP0	66.5	75	182.5	108	14	24	18	18.66666667	0	0	6	2	11	7	11	9.666666667	0	0	0.62	40.9	7
55	BM	31	0	BM0	28	39.5	89	52.16666667	20	17	24	20.33333333	0	0	1	0.333333333	18	11	6	11.66666667	0	3	3.25	42	3
55	BM	32	1	BM1	18	58	35.5	37.16666667	23	19	25	22.33333333	0	0	0	0	7	13	15	11.66666667	0	1	2.66	26	3
55	BM	33	1	BM1	19.5	30	73.5	41	14	0	16	10	0	0	0	0	9	8	17	11.33333333	2	3	5.63	36	3
55	BM	34	2	BM2	112	49.5	31	64.16666667	20	22	25	22.33333333	0	9	0	3	23	5	19	15.66666667	2	0	3.28	29	3
55	BM	35	2	BM2	39.5	23.5	72	45	18	25	25	22.66666667	1	0	0	0.333333333	17	8	13	12.66666667	0	1	3.13	30	4
55	BM	36	3	BM3	33.5	74.5	61.5	56.5	19	6	22	15.66666667	0	0	0	0	13	12	8	11	1	1	2.56	56	1
55	BM	37	3	BM3	31.5	41	92.5	55	2	24	23	16.33333333	0	0	0	0	12	17	11	13.33333333	0	1	1.8	46	2
55	BM	38	4	BM4	117.5	47.5	57	74	23	1	11	11.66666667	0	0	0	0	13	15	9	12.33333333	0	1	5.65	23	2
55	BM	39	4	BM4	49	56	46.5	50.5	9	23	1	11	0	4	0	1.333333333	20	15	25	20	0	2	1.52	22	9
55	BM	40	0	BM0	61.5	69.5	92.5	74.5	4	22	11	12.33333333	1	4	0	1.666666667	6	7	22	11.66666667	0	2	1.06	42	2
55	C	41	0	C0	125	129	149.5	134.5	17	14	19	16.66666667	1	5	3	3	9	10	5	8	1	3	1.88	22	1
55	C	42	1	C1	121	364	41	175.3333333	4	0	5	3	15	11	0	8.666666667	21	14	19	18	4	4	4.5	20	4
55	C	43	1	C1	191.5	159	288.5	213	4	4	0	2.666666667	0	3	14	5.666666667	11	6	6	7.666666667	1	1	1.76	25	1
55	C	44	2	C2	199.5	158.5	251	203	13	2	0	5	0	8	2	3.333333333	21	14	10	15	0	1	2.62	28	4
55	C	45	2	C2	127	219	179	175	3	8	0	3.666666667	16	14	18	16	13	16	12	13.66666667	1	3	2.12	29	2
55	C	46	3	C3	149.5	77.5	174	133.6666667	3	6	24	11	2	14	0	5.333333333	10	22	16	16	6	1	2.95	23	0
55	C	47	3	C3	294.5	208	82	194.8333333	11	17	12	13.33333333	22	0	11	11	5	9	12	8.666666667	4	1	3	34	2
55	C	48	4	C4	279.5	224	119.5	207.6666667	0	0	0	0	8	25	16	16.33333333	12	8	23	14.33333333	0	4	2.37	30	1
55	C	49	4	C4	376	183.5	255.5	271.6666667	16	0	3	6.333333333	5	0	17	7.333333333	2	17	18	12.33333333	0	2	5.91	32	3
55	C	50	0	C0	98.5	153.5	227.5	159.8333333	21	1	3	8.333333333	0	13	0	4.333333333	19	8	11	12.66666667	0	2	68	49	1
56	BT	1	0	BT0	37.5	20.5	7	21.66666667	5	20	3	9.333333333	0	0	0	0	13	7	3	7.666666667	0	1	8.76	29	0
56	BT	2	1	BT1	13	28.5	24	21.83333333	17	4	15	12	0	0	0	0	4	23	4	10.33333333	0	4	6.67	33	1
56	BT	3	1	BT1	92.5	36	52	60.16666667	18	14	18	16.66666667	0	6	0	2	11	15	17	14.33333333	0	3	6.18	25	2
56	BT	4	2	BT2	131.5	95.5	28	85	11	7	22	13.33333333	0	0	0	0	18	37	15	23.33333333	1	0	5.87	32	0
56	BT	5	2	BT2	39.5	8	30	25.83333333	19	21	21	20.33333333	0	0	0	0	16	25	8	16.33333333	0	0	4.44	27	2
56	BT	6	3	BT3	16	1.5	81.5	33	10	1	0	3.666666667	0	2	0	0.666666667	26	9	27	20.66666667	0	1	5.27	28	1
56	BT	7	3	BT3	46	12	35	31	10	11	14	11.66666667	0	9	0	3	8	22	9	13	0	2	2.92	20	0
56	BT	8	4	BT4	32.5	12.5	37.5	27.5	6	5	19	10	0	0	0	0	12	7	8	9	0	3	3.15	22	2
56	BT	9	4	BT4	39.5	27.5	8	25	4	6	13	7.666666667	0	0	1	0.333333333	19	15	11	15	0	2	8.63	32	3
56	BT	10	0	BT0	40	14.5	185	79.83333333	1	1	5	2.333333333	0	0	0	0	13	17	17	15.66666667	0	1	14.42	28	5
56	Q	11	0	Q0	105	33	152	96.66666667	3	5	10	6	19	0	0	6.333333333	20	14	32	22	0	1	1.05	43.5	4
56	Q	12	1	Q1	20	80	88	62.66666667	19	20	15	18	0	3	0	1	29	15	24	22.66666667	0	4	2.5	22	2
56	Q	13	1	Q1	75	25	325	141.6666667	18	0	8	8.666666667	4	1	0	1.666666667	10	30	24	21.33333333	0	1	3.8	25	0
56	Q	14	2	Q2	24.5	66	154.5	81.66666667	15	6	0	7	0	0	0	0	12	12	14	12.66666667	1	2	2.65	22	2
56	Q	15	2	Q2	62.5	54	62.5	59.66666667	21	17	14	17.33333333	0	0	0	0	14	21	14	16.33333333	0	2	1.8	36	2
56	Q	16	3	Q3	170	89	167	142	5	5	17	9	0	0	0	0	15	13	8	12	0	3	1.55	21	4
56	Q	17	3	Q3	60	86.5	44.5	63.66666667	5	2	15	7.333333333	9	3	2	4.666666667	14	26	9	16.33333333	0	2	2.9	34	2
56	Q	18	4	Q4	130.5	105	24	86.5	3	3	0	2	0	0	8	2.666666667	18	30	25	24.33333333	0	0	2.73	34	2
56	Q	19	4	Q4	89.5	103.5	37	76.66666667	14	0	5	6.333333333	0	0	0	0	24	5	13	14	0	2	5.72	31	5
56	Q	20	0	Q0	105	69	95	89.66666667	16	6	3	8.333333333	1	12	0	4.333333333	29	9	12	16.66666667	1	2	1.75	20.1	4
56	BP	21	0	BP0	54.5	77	139	90.16666667	18	10	3	10.33333333	3	0	0	1	21	28	14	21	0	2	2.5	27	3
56	BP	22	1	BP1	93.5	126	80.5	100	17	0	10	9	4	0	0	1.333333333	18	9	18	15	1	3	3.57	26	4
56	BP	23	1	BP1	114	130	25	89.66666667	4	20	0	8	0	0	0	0	26	12	14	17.33333333	3	1	1.05	22	5
56	BP	24	2	BP2	177.5	53	197.5	142.6666667	7	16	4	9	5	0	0	1.666666667	8	9	7	8	2	2	5.2	23.5	2
56	BP	25	2	BP2	172.5	173	103	149.5	15	3	15	11	8	7	2	5.666666667	18	14	16	16	0	1	2.76	21	2
56	BP	26	3	BP3	73	153	61.5	95.83333333	23	2	10	11.66666667	0	0	0	0	8	7	16	10.33333333	0	1	2.96	23	6
56	BP	27	3	BP3	54	54.5	39	49.16666667	21	19	25	21.66666667	0	1	0	0.333333333	7	12	9	9.333333333	0	1	1.62	22	4
56	BP	28	4	BP4	65.5	39	168	90.83333333	2	12	18	10.66666667	0	3	14	5.666666667	13	7	4	8	0	4	3.7	35	2
56	BP	29	4	BP4	50	72	164	95.33333333	2	10	25	12.33333333	0	11	0	3.666666667	14	5	13	10.66666667	0	4	2.67	23	2
56	BP	30	0	BP0	40.5	201.5	97	113	0	25	2	9	3	11	3	5.666666667	18	8	8	11.33333333	1	3	0.67	39.5	5
56	BM	31	0	BM0	34	36	168	79.33333333	25	9	22	18.66666667	0	0	4	1.333333333	8	34	13	18.33333333	0	2	3.15	42	3
56	BM	32	1	BM1	119	49.5	43	70.5	9	20	5	11.33333333	0	0	0	0	13	14	21	16	0	1	5.4	36	2
56	BM	33	1	BM1	46.5	76	59.5	60.66666667	9	7	15	10.33333333	1	0	2	1	23	21	8	17.33333333	2	4	5.7	41	2
56	BM	34	2	BM2	30	42	73.5	48.5	22	25	15	20.66666667	0	0	0	0	40	19	30	29.66666667	0	2	3.13	30	3
56	BM	35	2	BM2	66	38	70	58	25	12	24	20.33333333	0	0	0	0	10	11	1	7.333333333	0	1	3.1	29	2
56	BM	36	3	BM3	40	57.5	34.5	44	21	11	19	17	3	8	0	3.666666667	28	18	14	20	0	1	2.6	58	1
56	BM	37	3	BM3	82	50	87	73	6	22	12	13.33333333	1	0	0	0.333333333	10	15	15	13.33333333	0	2	1.69	47.1	4
56	BM	38	4	BM4	92.5	33	96.5	74	7	3	5	5	0	0	0	0	11	18	6	11.66666667	1	4	5.64	28	2
56	BM	39	4	BM4	71	94.5	33.5	66.33333333	25	9	2	12	2	0	2	1.333333333	13	17	10	13.33333333	0	0	1.5	22	4
56	BM	40	0	BM0	50.5	94.5	74.5	73.16666667	3	24	10	12.33333333	0	0	0	0	23	5	11	13	0	2	1	43	3
56	C	41	0	C0	264.5	187	173.5	208.3333333	17	0	18	11.66666667	0	2	0	0.666666667	8	5	6	6.333333333	0	3	1.8	22.5	1
56	C	42	1	C1	323.5	179.5	308	270.3333333	5	4	6	5	4	5	0	3	9	19	12	13.33333333	2	3	4.22	23.5	4
56	C	43	1	C1	343.5	276.5	212	277.3333333	12	2	0	4.666666667	0	15	18	11	12	12	8	10.66666667	0	3	1.8	23.5	4
56	C	44	2	C2	490.5	530	71.5	364	0	24	0	8	20	20	9	16.33333333	17	8	15	13.33333333	0	3	2.6	34	5
56	C	45	2	C2	394.5	227	290.5	304	13	22	0	11.66666667	12	12	14	12.66666667	8	4	13	8.333333333	0	3	2.7	20.2	5
56	C	46	3	C3	252.5	193.5	182	209.3333333	24	25	3	17.33333333	0	0	11	3.666666667	8	5	25	12.66666667	3	6	2.7	22.1	4
56	C	47	3	C3	321.5	259.5	128	236.3333333	0	25	11	12	1	6	2	3	11	13	15	13	5	2	3.06	26.2	6
56	C	48	4	C4	102	333.5	354	263.1666667	25	0	0	8.333333333	4	23	11	12.66666667	9	10	13	10.66666667	0	3	1	33.3	5
56	C	49	4	C4	378	178	261.5	272.5	16	14	1	10.33333333	0	3	5	2.666666667	11	9	20	13.33333333	0	3	5.3	56.5	3
56	C	50	0	C0	243.5	280.5	171	231.6666667	24	23	9	18.66666667	0	0	1	0.333333333	14	14	15	14.33333333	2	1	0.75	48	3
57	BT	1	0	BT0	50.5	23.5	49	41	5	5	5	5	0	0	0	0	5	14	18	12.33333333	0	2	8.58	36	1
57	BT	2	1	BT1	33.5	40	130	67.83333333	17	3	13	11	0	0	0	0	14	16	6	12	0	3	6.65	30.6	1
57	BT	3	1	BT1	50.5	124.5	59	78	13	6	6	8.333333333	0	0	0	0	6	15	25	15.33333333	0	1	6.15	24.6	1
57	BT	4	2	BT2	75.5	52	115	80.83333333	15	10	2	9	0	0	0	0	28	6	16	16.66666667	1	0	5.82	30.8	2
57	BT	5	2	BT2	36	19	13	22.66666667	9	18	23	16.66666667	0	0	0	0	18	11	8	12.33333333	0	1	4.46	24	0
57	BT	6	3	BT3	33.5	44	65	47.5	7	14	9	10	0	0	0	0	15	10	13	12.66666667	0	1	5.13	26	1
57	BT	7	3	BT3	68	43	73	61.33333333	3	7	2	4	0	0	0	0	8	8	17	11	0	2	3.73	35	0
57	BT	8	4	BT4	46.5	57	64	55.83333333	4	4	2	3.333333333	0	0	0	0	5	13	19	12.33333333	0	1	3.15	20.4	1
57	BT	9	4	BT4	251.5	112	25	129.5	9	0	7	5.333333333	0	4	0	1.333333333	12	12	6	10	2	4	8.65	30.4	4
57	BT	10	0	BT0	29	19.5	59.5	36	9	11	6	8.666666667	0	0	0	0	24	14	11	16.33333333	0	1	13.01	20	2
57	Q	11	0	Q0	77.5	36.5	28	47.33333333	10	16	4	10	2	0	0	0.666666667	14	13	18	15	0	1	1.04	35.6	3
57	Q	12	1	Q1	68	100.5	151.5	106.6666667	3	6	13	7.333333333	0	0	0	0	14	22	28	21.33333333	0	2	4.41	24	1
57	Q	13	1	Q1	90	39.5	117	82.16666667	0	14	10	8	4	0	1	1.666666667	17	29	14	20	0	1	4.05	25	0
57	Q	14	2	Q2	93.5	70.5	56.5	73.5	13	10	11	11.33333333	0	0	0	0	16	20	12	16	2	2	3.24	33.6	1
57	Q	15	2	Q2	39.5	49	28	38.83333333	20	12	5	12.33333333	0	0	0	0	25	16	13	18	0	1	1.75	34.6	0
57	Q	16	3	Q3	22.5	31	151.5	68.33333333	7	15	14	12	0	0	0	0	10	10	9	9.666666667	0	2	1.82	23	2
57	Q	17	3	Q3	202	115.5	107	141.5	2	1	0	1	12	0	5	5.666666667	14	20	16	16.66666667	0	1	2.41	34	1
57	Q	18	4	Q4	99.5	40	57	65.5	4	6	13	7.666666667	0	0	0	0	40	28	19	29	0	0	2.78	32	0
57	Q	19	4	Q4	23.5	63.5	46	44.33333333	15	11	10	12	0	0	0	0	31	29	12	24	0	1	5.66	34	1
57	Q	20	0	Q0	111	74.5	191	125.5	0	17	10	9	0	0	0	0	8	13	19	13.33333333	0	2	3.05	25	4
57	BP	21	0	BP0	97.5	178.5	134.5	136.8333333	14	16	6	12	0	0	4	1.333333333	24	18	18	20	0	2	2.4	27	2
57	BP	22	1	BP1	258.5	148.5	112.5	173.1666667	2	10	4	5.333333333	0	3	0	1	11	1	23	11.66666667	0	3	2.57	24	4
57	BP	23	1	BP1	148.5	88	256.5	164.3333333	1	21	1	7.666666667	0	1	0	0.333333333	11	17	9	12.33333333	3	3	1.1	22	2
57	BP	24	2	BP2	41	114	236	130.3333333	1	4	17	7.333333333	7	0	0	2.333333333	13	9	24	15.33333333	0	3	5.21	25	1
57	BP	25	2	BP2	281.5	126	64.5	157.3333333	25	25	0	16.66666667	0	8	4	4	7	15	12	11.33333333	0	4	2.82	20	2
57	BP	26	3	BP3	38	43	97	59.33333333	25	22	19	22	0	0	0	0	14	13	11	12.66666667	0	1	2.95	21	5
57	BP	27	3	BP3	62	80.5	52	64.83333333	25	23	19	22.33333333	0	10	1	3.666666667	9	7	14	10	1	1	3.45	22	2
57	BP	28	4	BP4	94.5	204.5	186	161.6666667	10	17	11	12.66666667	0	5	14	6.333333333	7	9	9	8.333333333	1	6	3.65	38	0
57	BP	29	4	BP4	77.5	69	246.5	131	17	2	24	14.33333333	1	4	1	2	14	4	8	8.666666667	0	5	3.95	36	1
57	BP	30	0	BP0	78	243.5	95.5	139	11	0	25	12	0	0	11	3.666666667	11	13	11	11.66666667	1	2	0.63	40	7
57	BM	31	0	BM0	78	48.5	13	46.5	13	14	18	15	0	1	0	0.333333333	11	12	17	13.33333333	1	3	3.29	71	3
57	BM	32	1	BM1	11	19.5	44	24.83333333	18	3	3	8	0	0	0	0	18	17	17	17.33333333	0	1	5.27	67	2
57	BM	33	1	BM1	24	54	44	40.66666667	13	24	22	19.66666667	2	0	0	0.666666667	18	27	16	20.33333333	1	5	5.76	65.8	2
57	BM	34	2	BM2	36.5	28	18.5	27.66666667	23	15	15	17.66666667	0	9	25	11.33333333	25	17	13	18.33333333	3	4	2.2	22.8	2
57	BM	35	2	BM2	9.5	44.5	45	33	24	24	23	23.66666667	0	0	0	0	6	23	22	17	0	1	3.09	30	2
57	BM	36	3	BM3	70.5	80	60	70.16666667	18	14	21	17.66666667	6	0	0	2	20	22	22	21.33333333	0	0	2.59	54	0
57	BM	37	3	BM3	16.5	37	39	30.83333333	19	0	14	11	1	4	0	1.666666667	12	16	18	15.33333333	0	1	1.97	48.4	5
57	BM	38	4	BM4	16	26	19	20.33333333	15	15	3	11	2	0	0	0.666666667	11	14	21	15.33333333	1	3	5.72	23.6	2
57	BM	39	4	BM4	0	76	33	36.33333333	2	21	19	14	0	0	2	0.666666667	37	14	22	24.33333333	1	1	1.48	21.4	1
57	BM	40	0	BM0	30	138.5	16.5	61.66666667	25	22	15	20.66666667	0	0	0	0	6	13	13	10.66666667	0	2	1.1	49	1
57	C	41	0	C0	149	277	258.5	228.1666667	6	1	1	2.666666667	0	0	5	1.666666667	18	8	10	12	1	2	1.79	21.2	0
57	C	42	1	C1	435.5	248	231	304.8333333	14	0	4	6	0	9	2	3.666666667	17	20	11	16	1	4	4.3	21.4	4
57	C	43	1	C1	170.5	245.5	186	200.6666667	21	8	10	13	2	1	7	3.333333333	10	10	14	11.33333333	0	1	1.75	23	2
57	C	44	2	C2	513.5	198	306.5	339.3333333	21	7	9	12.33333333	12	2	0	4.666666667	12	9	9	10	2	2	1.95	20	5
57	C	45	2	C2	360.5	306	244.5	303.6666667	0	9	3	4	23	5	3	10.33333333	7	11	9	9	0	2	2.75	21.2	4
57	C	46	3	C3	34	96.5	69.5	66.66666667	25	25	25	25	0	7	0	2.333333333	8	8	8	8	0	5	3.1	21	1
57	C	47	3	C3	124.5	235	378	245.8333333	21	0	9	10	0	3	2	1.666666667	6	15	11	10.66666667	3	2	3.08	32.2	3
57	C	48	4	C4	154	309	139.5	200.8333333	13	16	13	14	0	2	8	3.333333333	14	17	8	13	1	5	1	25	3
57	C	49	4	C4	333.5	298.5	188	273.3333333	9	25	5	13	0	4	0	1.333333333	16	7	9	10.66666667	0	2	5.43	57	4
57	C	50	0	C0	233.5	109.5	138	160.3333333	16	17	14	15.66666667	11	0	20	10.33333333	11	16	13	13.33333333	2	1	0.8	48	3
58	BT	1	0	BT0	24.5	27	60.5	37.33333333	18	11	4	11	0	0	0	0	13	15	12	13.33333333	0	0	9.05	26	1
58	BT	2	1	BT1	31.5	26.5	65	41	6	13	7	8.666666667	0	0	0	0	4	9	12	8.333333333	0	3	6.7	30	1
58	BT	3	1	BT1	26.5	42	108.5	59	4	22	1	9	0	0	0	0	19	5	11	11.66666667	0	1	6.08	23	1
58	BT	4	2	BT2	31.5	74	72.5	59.33333333	6	11	22	13	0	0	0	0	28	22	7	19	0	0	5.78	21.4	0
58	BT	5	2	BT2	21.5	38.5	15.5	25.16666667	11	22	8	13.66666667	0	0	0	0	17	15	4	12	0	2	4.47	21.6	1
58	BT	6	3	BT3	82	47.5	66	65.16666667	16	6	11	11	0	0	0	0	12	20	23	18.33333333	1	1	8	35	1
58	BT	7	3	BT3	25.5	18.5	36.5	26.83333333	12	12	14	12.66666667	0	0	9	3	18	18	12	16	0	3	3.8	47	0
58	BT	8	4	BT4	24.5	16	20.5	20.33333333	20	18	3	13.66666667	0	0	0	0	20	10	5	11.66666667	0	2	7.95	32	2
58	BT	9	4	BT4	33	28.5	58.5	40	5	7	11	7.666666667	2	0	0	0.666666667	20	28	19	22.33333333	2	4	8.6	29	2
58	BT	10	0	BT0	31.5	68	50	49.83333333	8	1	6	5	0	0	0	0	22	22	18	20.66666667	0	0	15.97	34	2
58	Q	11	0	Q0	98	93	83	91.33333333	4	6	1	3.666666667	0	0	11	3.666666667	27	18	28	24.33333333	0	1	1.05	41	4
58	Q	12	1	Q1	145	156.5	51	117.5	16	3	1	6.666666667	0	0	0	0	23	19	22	21.33333333	0	4	4.43	29	3
58	Q	13	1	Q1	47	146.5	122	105.1666667	17	2	8	9	0	0	0	0	15	18	17	16.66666667	0	1	3.9	23	0
58	Q	14	2	Q2	60	59.5	172.5	97.33333333	0	13	1	4.666666667	0	0	0	0	44	15	18	25.66666667	1	2	3	28	1
58	Q	15	2	Q2	53	20	110.5	61.16666667	13	20	0	11	0	0	0	0	23	11	21	18.33333333	0	0	1.7	34	0
58	Q	16	3	Q3	133	111	82	108.6666667	5	6	7	6	0	0	0	0	12	26	9	15.66666667	0	4	1.6	28	2
58	Q	17	3	Q3	176.5	84.5	115	125.3333333	5	7	15	9	0	4	0	1.333333333	16	18	17	17	1	2	2.3	42	2
58	Q	18	4	Q4	167.5	77	56	100.1666667	2	14	16	10.66666667	0	0	0	0	27	13	26	22	0	0	2.7	34	0
58	Q	19	4	Q4	86	42	90	72.66666667	12	2	9	7.666666667	0	0	0	0	14	27	12	17.66666667	0	2	5.8	30	2
58	Q	20	0	Q0	119.5	253.5	56.5	143.1666667	11	8	1	6.666666667	0	0	2	0.666666667	5	17	12	11.33333333	0	2	1.7	20	3
58	BP	21	0	BP0	144	116	326.5	195.5	9	8	3	6.666666667	0	1	2	1	14	9	13	12	1	0	2.6	27	3
58	BP	22	1	BP1	235.5	50	138	141.1666667	5	7	14	8.666666667	3	0	0	1	16	7	9	10.66666667	1	2	3.6	24	5
58	BP	23	1	BP1	90	106	186.5	127.5	5	9	18	10.66666667	0	0	0	0	13	7	12	10.66666667	2	3	1.2	30.4	3
58	BP	24	2	BP2	88.5	79	80.5	82.66666667	15	17	12	14.66666667	0	0	0	0	14	11	14	13	1	1	5.25	24	0
58	BP	25	2	BP2	302.5	262.5	107	224	3	3	22	9.333333333	1	0	1	0.666666667	12	3	17	10.66666667	1	2	2.75	20	0
